CID,SMILES,Activity_Binary
6625,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
2793,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,1
3686,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1
5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1
85335,CCCCOC(=O)CCS,1
3386,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
65057,O=c1c(-c2ccccc2)c1-c1ccccc1,1
156418,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,1
7430,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1
180494,Cc1[nH]cnc1CC1CCc2c(C)c3ccccc3n2C1=O,1
107720,COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1
6010,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1
91766,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,1
9831581,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,1
5371728,CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO,1
5770,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1
4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1
16560,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1
7543,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1
15531,N#Cc1cc(Br)c(O)c(Br)c1,1
14720269,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,1
37175,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1
80277,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1
448537,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1
6028,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1
15533,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,1
53316396,NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[nH]1,1
118703,CCCC1C(CC)=CC(CC)=CN1c1ccccc1,1
33360,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,1
16115,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1
10345790,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,1
10346,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,1
51040,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,1
129491,O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1,1
83119,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,1
6620,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,1
86211,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1
13059052,CC(C)(c1ccc(O)c(-c2ccccc2)c1)c1ccc(O)c(-c2ccccc2)c1,1
60196410,COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1,1
13450,CCNc1nc(NC(C)(C)C)nc(SC)n1,1
5282138,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
11826859,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,1
60785,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,1
60196322,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1,1
4177,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1
28777,O=C1c2ccccc2C(=O)N1SC1CCCCC1,1
5354284,Cc1cc(=O)oc2cc(O)cc(O)c12,1
4890,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1
63009,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,1
6336,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,1
65495,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1
123631,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
22601,O=[N+]([O-])c1ccc(/C=N/O)o1,1
62306,CC1COc2ccccc2N1C(=O)C(Cl)Cl,1
34468,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1
5757,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,1
19113,CNC(=O)Nc1ccc(Cl)c(Cl)c1,1
11764,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,1
8411,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1
6624,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
2078,CCc1cccc(CC)c1N(COC)C(=O)CCl,1
65494,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1
27189,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1
5355079,Cc1c(Cl)c(=O)oc2cc(O)ccc12,1
6619,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1
38884,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1
2477,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
9861124,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,1
31362,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,1
16722125,CC1(C)C(/C=C2/CCSC2=O)C1C(=O)OCc1coc(Cc2ccccc2)c1,1
5284558,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1
8425,Oc1ccc(Cl)cc1Cc1ccccc1,1
700999,S=C(Nc1ccccc1)Nc1ccccc1,1
5391,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1
7737,O=Nc1ccc(NO)cc1,1
10107,CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,1
1988,CCOCN(C(=O)CCl)c1c(C)cccc1CC,1
8442,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,1
10522,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
6733,CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,1
43234,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1
8155,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,1
9866250,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,1
68297,Nc1ccccc1Nc1ccccc1,1
91693,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1
60560,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,1
171660,N=C1N=C(N)c2cc3ccccc3cc21,1
727200,S=C(NC1CCCCC1)NC1CCCCC1,1
7112,Oc1ccc(-c2ccc(O)cc2)cc1,1
833466,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,1
53257735,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,1
86210,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1
29732,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1
119193,CCCCCCOc1cc(C)c(O)c(C)c1C,1
81259,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1
27211,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,1
5994,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
73665,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,1
13745,COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,1
1548943,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,1
86171,CCC(Cc1ccccc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C,1
71027,O=CC=C(c1ccccc1)c1ccccc1,1
73864,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1
107377,CCCCC(CC)COC(=O)c1ccc(O)cc1,1
4420067,CCCCCCCCCCCSCC(=O)O,1
6014,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1
5392,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1
6439929,C/C=C1/C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
10866,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,1
84677,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,1
13218777,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,1
6610,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,1
5702746,CCC(C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,1
71612,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
176879,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,1
18391,CSc1ccc(O)cc1C,1
79717,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,1
12932,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,1
91656,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,1
2723789,NNC(N)=S,1
299,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1
16248,CNC(=O)Oc1cc(C)c(SC)c(C)c1,1
11107,c1cc(-c2ccncc2)ccn1,1
1483,Oc1c(Br)cc(Br)cc1Br,1
8227,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,1
3830,c1coc(CNc2ncnc3nc[nH]c23)c1,1
60196324,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,1
57363,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,1
7311,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,1
2540,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
6623,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1
6166,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,1
170530,CC1=Nc2ccc3ccccc3c2C1(C)C,1
11742,CC(C)(c1ccccc1)c1ccc(O)cc1,1
5879,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,1
156328,O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,1
25912,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1
3610,CCCCCCc1ccc(O)cc1O,1
5991,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1
2662,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1
9403,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,1
9869105,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,1
39676,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1
62389,c1ccc(CNc2ncnc3nc[nH]c23)cc1,1
2268,COP(=S)(OC)SCn1nnc2ccccc2c1=O,1
12942137,CCCCCCCCCCCCCCN(CCO)CCO,1
9954540,O=C(NC(c1ccccc1)C1CCCCN1)c1cccc(C(F)(F)F)c1Cl,1
53316393,NC(=O)N(O)C1C=CC(Oc2cccc(Oc3ccc(F)cc3)c2)C1,1
8755,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1
444212,O=C(O)/C=C(/CC(=O)O)C(=O)O,0
637566,CC(C)=CCC/C(C)=C/CO,0
4766,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
79472,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,0
10664,Cc1ncc(CO)c(CN)c1O,0
8739,NS(=O)(=O)c1ccc(C(=O)O)cc1,0
4904,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,0
65708,O=C(O)CCc1nc2ccccc2[nH]1,0
439524,CC(C)CC(N)C(=O)O,0
667466,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,0
22576,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,0
546,O=C(O)CP(=O)(O)O,0
5694,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0
4614,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0
2266,O=C(O)CCCCCCCC(=O)O,0
2170,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0
180559,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0
1727,Nc1ccncc1,0
2081,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0
1989,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0
2130,NC12CC3CC(CC(C3)C1)C2,0
5283389,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)NCC(=O)O,0
6114,CC(=O)OC(C)C[N+](C)(C)C,0
1935,Nc1c2c(nc3ccccc13)CCCC2,0
135398513,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0
2244,CC(=O)Oc1ccccc1C(=O)O,0
71417,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0
2141,NCCCNCCSP(=O)(O)O,0
1986,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0
2230,COC(=O)C1=CCCN(C)C1,0
657381,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
2734952,NN=C(N)N,0
12035,CC(=O)NC(CS)C(=O)O,0
16231,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,0
564,NCCCCCC(=O)O,0
11065,CN(C)CCC=C1c2ccccc2CCc2ccccc21,0
2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0
2119,C=CCc1ccccc1OCC(O)CNC(C)C,0
2123,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0
2145,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0
2196,COc1ccc(C(=O)N2CCCC2=O)cc1,0
4768,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0
62884,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0
169743,CCN1CCc2nc(N)oc2CC1,0
6433334,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0
2471,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,0
11545,C[N+](C)(C)CC(=O)O,0
2284,NCC(CC(=O)O)c1ccc(Cl)cc1,0
2369,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0
26964,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0
2717,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0
2765,c1ccc(C2CC2)c(OCC2=NCCN2)c1,0
2708,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
2763,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0
2578,O=NN(CCCl)C(=O)NCCCl,0
6241,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
22420,O=P1(N(CCCl)CCCl)NCCCO1,0
2727,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
4211,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0
60196361,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
2554,NC(=O)N1c2ccccc2C=Cc2ccccc21,0
60839,CCc1cccc(N(C)/C(N)=N/c2cccc3ccccc23)c1,0
5831,C[N+](C)(C)CCOC(N)=O,0
2733,O=c1[nH]c2cc(Cl)ccc2o1,0
2720,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,0
5309446,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,0
11548,CC(C[N+](C)(C)C)OC(N)=O,0
1355,Clc1cccc(N2CCNCC2)c1,0
2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0
2913,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0
4652,NC(Cc1ccc(Cl)cc1)C(=O)O,0
64927,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0
2796,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
2801,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0
2726,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0
2762,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0
2576,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0
19379,CN(C)CCOC(=O)COc1ccc(Cl)cc1,0
2910,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,0
57004,NCCCC(N)(C(=O)O)C(F)F,0
36811,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0
10921,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0
3100,CN(C)CCOC(c1ccccc1)c1ccccc1,0
65327,CNCCCN1c2ccccc2CCc2ccccc21,0
3114,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0
3053,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
3058739,CCCCCCCCCCCCCCCC(O)C(N)CO,0
3042,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0
135408763,Nc1cc(=O)[nH]c(N)n1,0
4943,CC(C)c1cccc(C(C)C)c1O,0
9363,CCN(CC)C(=O)c1ccc(O)c(OC)c1,0
3308,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0
53708,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,0
37274,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,0
65326,CNC(C)C(O)c1ccccc1,0
8307,CC[N+](C)(C)c1cccc(O)c1,0
72016,CCC1(C2=NCCN2)Cc2ccccc2O1,0
6207,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,0
441411,CNCC(O)c1ccc(O)c(O)c1,0
3291,CCC1(C)CC(=O)NC1=O,0
3331,NC(=O)OCC(COC(N)=O)c1ccccc1,0
5702161,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0
3372,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
3339,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0
68626,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0
3373,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0
3385,O=c1[nH]cc(F)c(=O)[nH]1,0
3356,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0
3341,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0
6435335,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,0
63002,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
3333,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
3478,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0
3446,NCC1(CC(=O)O)CCCCC1,0
3488,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0
71401,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,0
135398740,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,0
6172,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0
3604,C[N+](C)(C)CCCCCC[N+](C)(C)C,0
5702293,Nc1c2c(nc3ccccc13)CCCC2O,0
3639,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0
774,NCCc1cnc[nH]1,0
3657,NC(=O)NO,0
785,Oc1ccc(O)cc1,0
3672,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0
3671,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0
3779,CC(C)NCC(O)c1ccc(O)c(O)c1,0
3715,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
3696,CN(C)CCCN1c2ccccc2CCc2ccccc21,0
5702132,CC(C)NNC(=O)c1ccncc1,0
133621,CCn1ccnc1CC1COc2ccccc2O1,0
3825,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0
3827,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,0
3932,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,0
68624,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0
3878,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0
39562,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,0
3676,CCN(CC)CC(=O)Nc1c(C)cccc1C,0
4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0
4168,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0
11957593,Cc1cn[nH]c1,0
4122,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,0
4810,COc1nc(C)nc(Cl)c1NC1=NCCN1,0
441333,CC(C)NCC(O)c1cc(O)cc(O)c1,0
4184,CN1CCN2c3ccccc3Cc3ccccc3C2C1,0
21467,Cc1cccc(C)c1OCC(C)N,0
5353788,CCO/C(O)=N/c1c[n+](N2CCOCC2)no1,0
4201,N=c1nc(N2CCCCC2)cc(N)n1O,0
4197,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0
6420039,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0
896,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0
119442,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,0
9082,NCCS,0
441350,CC(N)(Cc1ccc(O)cc1)C(=O)O,0
4032,CNC1(C)C2CCC(C2)C1(C)C,0
8667,CN(C)CCN(Cc1cccs1)c1ccccn1,0
4054,CC12CC3CC(C)(C1)CC(N)(C3)C2,0
4011,CNCCCC12CCC(c3ccccc31)c1ccccc12,0
4507,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0
4497,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0
4500,CNCCC(Oc1ccccc1OC)c1ccccc1,0
4567,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0
4488,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,0
4495,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,0
4472,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0
5358907,CN1Cc2c(N)cccc2C(c2ccccc2)C1,0
8246,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0
4485,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0
39214,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0
11957654,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,0
4581,NCC(O)c1ccc(O)cc1,0
4628,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0
4636,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0
83823,Cc1ccccc1C(OCCN(C)C)c1ccccc1,0
4583,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0
4615,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0
4828,CC(C)NCC(O)COc1cccc2[nH]ccc12,0
4671,CCCCCCCCCCCCCCCC(=O)NCCO,0
21138,CC(C)NCC(O)COc1cccc2ccccc12,0
65341,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,0
4740,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
40632,Cc1ccc(=O)n(-c2ccccc2)c1,0
4891,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0
4932,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0
4843,NC(=O)CN1CCCC1=O,0
4992,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0
54676228,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,0
4748,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0
5887,CN(C)CCCN1c2ccccc2Sc2ccccc21,0
25150753,CN(C)CCC(c1ccccc1)c1ccccn1,0
1046,NC(=O)c1cnccn1,0
4909,CCC1(c2ccccc2)C(=O)NCNC1=O,0
4848,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0
24351,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0
9373,C#CCN(C)Cc1ccccc1,0
71484,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,0
4781,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
6603149,CNCCCC1c2ccccc2C=Cc2ccccc21,0
9279,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0
5281032,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0
4850,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,0
4913,CCN(CC)CCNC(=O)c1ccc(N)cc1,0
92163,CCCNC(C)C(=O)Nc1ccccc1C,0
4938,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,0
7550,CN(C)C(=O)Oc1ccc[n+](C)c1,0
5795,CCN(CC)CCOC(=O)c1ccc(N)cc1,0
5284452,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
3001055,CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0
68712,C1COC(NC(C2CC2)C2CC2)=N1,0
